Kiến trúc Đà Lạt	64161
0.0000	Dự báo
0.0000	Mosque
0.0000	Joseph Radetzky von Radetz
0.0000	Centro (Madrid)
0.0000	Thư viện Quốc gia Tây Ban Nha
0.0000	Đảng Nhân dân (Tây Ban Nha)
0.0000	Castile
0.0000	Bảo Định
0.0000	Sông Manzanares
0.0000	Dương
0.0000	Guiana (định hướng)
0.0000	Đấu bò
0.0000	1085
0.0000	El Álamo
0.0000	ETA
0.0000	Đức Chúa Trời
0.0000	Đệ nhất Cộng hòa Tây Ban Nha
0.0000	Castile và León
0.0000	Felipe III của Tây Ban Nha
0.0000	Károly Róbert
0.0000	Tương Dương, Hồ Bắc
0.0000	Puerta del Sol
0.0000	Castile-La Mancha
0.0000	Liễu
0.0000	Sông Tisza
0.0000	Campo Real
0.0000	Sức mua
0.0000	Phước Lý
0.0000	1561
0.0000	Frankfurt am Main
0.0000	Alexandria, Ai Cập
0.0000	Hồ Tana
0.0000	Sông Kagera
0.0000	Malatya (tỉnh)
0.0000	Phú Thủy, Phan Thiết
0.0000	Đức Long, Phan Thiết
0.0000	Axít humic
0.0000	Hàm Tiến
0.0000	Xích lô
0.0000	Lạc Đạo
0.0000	Sò lông
0.0000	Máy điện thoại
0.0000	Khám phá
0.0000	Thiện Nghiệp
0.0000	Bình Hưng
0.0000	Bình Hưng, Phan Thiết
0.0000	Thanh Hải, Phan Thiết
0.0000	Phú Trinh
0.0000	Xuân An, Phan Thiết
0.0000	Hưng Long, Phan Thiết
0.0000	Tiến Thành, Phan Thiết
0.0000	Bãi biển Đồi Dương
0.0000	290 TCN
0.0000	Suối Tiên (Mũi Né)
0.0000	Mực
0.0000	Tiến Lợi
0.0000	Phong Nẫm, Phan Thiết
0.0000	Y học thay thế
0.0000	Lạc Đạo, Phan Thiết
0.0000	Phú Tài
0.0000	Đức Thắng, Phan Thiết
0.0000	Đức Thắng
0.0000	Phú Hài
0.0000	Sò điệp
0.0000	Chiến tranh lạnh (thuật ngữ)
0.0000	Đức Thuận, Tánh Linh
0.0000	Măng Tố
0.0000	Suối Kiết
0.0000	Đường cao tốc Phan Thiết – Dầu Giây
0.0000	Đức Bình
0.0000	Bắc Ruộng
0.0000	La Ngâu
0.0000	Đức Tân, Tánh Linh
0.0000	Đức Phú, Tánh Linh
0.0000	Gia Huynh
0.0000	Đồng Kho
0.0000	Nghị Đức
0.0000	Gia An
0.0000	Huy Khiêm
0.0000	Lạc Tánh
0.0000	Tả Kỳ
0.0000	Hiệu ứng Stroop
0.0000	Hoa Mộc Lan
0.0000	Chiến tranh mạng
0.0000	Hữu Kỳ
0.0000	Tổ chức hành chính tại Thành phố Hồ Chí Minh
0.0000	Lục quân Nhân dân Việt Nam
0.0000	Nguyễn Phúc Thái
0.0000	Sarıyer
0.0000	Hương ước
0.0000	Ủy ban An ninh Quốc gia
0.0000	Tôn Quang Phiệt
0.0000	Phan Quang
0.0000	Hồ Tá Bang
0.0000	Bút hiệu của Hồ Chí Minh
0.0000	Cromit
0.0000	Thành phố Mỹ Tho
0.0000	Corundum
0.0000	Viện Đại học Chicago
0.0000	Quan hệ tình dục ba người
0.0000	Tòa tháp Vincom Center Hà Nội
0.0000	Abelsonit
0.0000	Minh Trị duy tân
0.0000	Nguyễn Tôn Nhan
0.0000	Khoáng vật phốt phát
0.0000	Metronidazole
0.0000	Orsay
0.0000	Ruby
0.0000	Hiệp Hòa (xã), Đức Hòa
0.0000	Hội Toán học Hoa Kỳ
0.0000	Celestin (khoáng vật)
0.0000	Nguyễn Sinh Sắc
0.0000	Ngô Thúc Lanh
0.0000	Nguyễn Đình Hiến
0.0000	Habilitation à diriger les recherches
0.0000	Vũ Hà Văn
0.0000	Măng đá
0.0000	Phùng Xuân Nhạ
0.0000	Nhà cách mạng
0.0000	Màu vết vạch
0.0000	Đấu xảo
0.0000	Bệnh viện Y học cổ truyền Trung ương
0.0000	Quý Mão
0.0000	Nhà dài
0.0000	Lớp vỏ
0.0000	Hội đồng Quân nhân Cách mạng (Việt Nam Cộng hòa)
0.0000	Sapphire
0.0000	Marcasit
0.0000	Thủ tướng Lào
0.0000	Dãy núi Bắc Sơn
0.0000	Tân Hiệp, Yên Thế
0.0000	Phồn Xương
0.0000	Đồng Kỳ
0.0000	Đồng Lạc, Yên Thế
0.0000	Tam Tiến, Yên Thế
0.0000	Canh Nậu, Yên Thế
0.0000	Cầu Gồ
0.0000	Khu di tích khởi nghĩa Yên Thế
0.0000	Não người
0.0000	Bố Hạ (thị trấn)
0.0000	Đồng Tiến, Yên Thế
0.0000	Issara Lào
0.0000	Đồng Tâm, Yên Thế
0.0000	Phồn Xương, Yên Thế
0.0000	Đồng Vương, Yên Thế
0.0000	Đông Sơn, Yên Thế
0.0000	Cam sành
0.0000	Xuân Lương
0.0000	Khẩu vị
0.0000	Đồng Hưu
0.0000	Hương Vĩ
0.0000	Bụng phệ
0.0000	Tân Sỏi
0.0000	Trì hoãn
0.0000	An Thượng, Yên Thế
0.0000	Bố Hạ (xã)
0.0000	Tam Hiệp, Yên Thế
0.0000	Canh
0.0000	1164
0.0000	Nghề nghiệp
0.0000	Trấn Nam
0.0000	Quốc kỳ
0.0000	Phan Phụng Tiên
0.0000	Vũ Duy Thanh
0.0000	Thủ tướng Quốc gia Việt Nam
0.0000	Phan Lạc Tuyên
0.0000	Nguyễn Thuật
0.0000	Dương Văn Đức
0.0000	Hoài Phú
0.0000	Versailles, Yvelines
0.0000	Lancaster, Pennsylvania
0.0000	Mỹ Tân, Cao Lãnh
0.0000	Christian VII của Đan Mạch
0.0000	An toàn thực phẩm
0.0000	Jean-Baptiste Jourdan
0.0000	Jacques MacDonald
0.0000	Tipu Sultan
0.0000	Thực phẩm có nguồn gốc động vật
0.0000	Động vật ăn tạp
0.0000	Việt Nam Phục quốc Hội
0.0000	Ngành kinh tế
0.0000	François Christophe Kellermann
0.0000	Airbus A310 MRTT
0.0000	Focke-Wulf Fw 190
0.0000	Vương quốc Pháp (1791–1792)
0.0000	Đậu đỏ
0.0000	Diêm mạch
0.0000	Toán tài chính
0.0000	Khoai môn
0.0000	Huấn luyện viên
0.0000	Đậu nho nhe
0.0000	Roskilde
0.0000	Khoai mỡ
0.0000	Mì tinh
0.0000	Ceres (thần thoại)
0.0000	Khoai sọ
0.0000	Sắn dây
0.0000	Đậu đen
0.0000	Đậu dải trắng rốn nâu
0.0000	Viện nghiên cứu Phát triển
0.0000	Tối thiểu hóa chi phí
0.0000	Lực lượng sản xuất
0.0000	Thuyết định chế
0.0000	Kinh tế chính trị Marx - Lenin
0.0000	Kinh tế học vi mô
0.0000	Tối đa hóa lợi nhuận
0.0000	Chi phí sản xuất
0.0000	Kinh tế học tân cổ điển
0.0000	Địa đạo Vịnh Mốc
0.0000	Đô thị loại 1
0.0000	Lê Văn Thiêm
0.0000	Quốc tử giám
0.0000	Trường Đại học Nông Lâm Huế
0.0000	1357
0.0000	The Rockpile
0.0000	Ngọ Môn
0.0000	Đàn bầu
0.0000	Diofantos
0.0000	Nhà thờ chính tòa Kon Tum
0.0000	Lưu Huy (nhà toán học)
0.0000	Công sứ quán
0.0000	Bảo Chấn
0.0000	Bất đẳng thức
0.0000	Cửu chương toán thuật
0.0000	Nón lá
0.0000	Lê Văn Huân
0.0000	Võ Thị Sáu
0.0000	Robert Owen
0.0000	Trường Đại học Hà Nội
0.0000	Đông Bộ Đầu
0.0000	Trường Đại học Kinh tế Huế
0.0000	Hoàng Tuấn Anh
0.0000	Trường Cao đẳng Công nghiệp Huế
0.0000	Hà Bổng
0.0000	Đặng Trần Côn
0.0000	Nhiếp Vinh Trăn
0.0000	Khâu Thành Đồng
0.0000	Trường Đại học Y Dược Huế
0.0000	Andalusit
0.0000	Aju
0.0000	Núi Ngự Bình
0.0000	Vietnam
0.0000	An Tư
0.0000	Sông Bồ
0.0000	Vua Chăm Pa
0.0000	Nhật Lệ
0.0000	Nguyễn Văn Trỗi
0.0000	Hương Phú (huyện)
0.0000	Bảo tàng Cổ vật Cung đình Huế
0.0000	Âm nhạc Việt Nam
0.0000	Hanoi
0.0000	Trường Trung học phổ thông Hai Bà Trưng, Huế
0.0000	Hương Sơ
0.0000	Thiệu Trung
0.0000	Trường Đại học Ngoại ngữ Huế
0.0000	Trường Cao đẳng Giao thông Huế
0.0000	Bệnh viện Bạch Mai
0.0000	Đêm thu
0.0000	Đông Ba
0.0000	Đế chế Áo-Hung
0.0000	Trưng Trắc
0.0000	Hương Điền (huyện)
0.0000	Đức Xuân (phường)
0.0000	Bà Huyện Thanh Quan
0.0000	1060
0.0000	Bệnh viện Trung ương Huế
0.0000	Ga Huế
0.0000	Tôn Nhân Phủ
0.0000	Vàm Cỏ Tây
0.0000	Pháp lam
0.0000	Thủy Biều
0.0000	Pháo đài Diyarbakır
0.0000	13 tháng 7
0.0000	Thế kỷ 2
0.0000	Đô thị loại 2
0.0000	Thủy Biều, Huế
0.0000	Chùa Từ Hiếu
0.0000	Kỳ Đài (kinh thành Huế)
0.0000	Extremadura
0.0000	Điện Hòn Chén
0.0000	Bệnh viện Chợ Rẫy
0.0000	Pierre Marie Antoine Pasquier
0.0000	Phú Lộc
0.0000	Eastbourne
0.0000	Học viện Âm nhạc Huế
0.0000	Thủy Xuân, Huế
0.0000	Năm 0
0.0000	498
0.0000	Brahmasphutasiddhanta
0.0000	Phan Đăng Lưu
0.0000	Omicron
0.0000	Huyền Trân Công Chúa
0.0000	Thủy Xuân
0.0000	Ronda
0.0000	Sevilla (tỉnh)
0.0000	Jaén (tỉnh)
0.0000	Córdoba (tỉnh)
0.0000	Castilla-La Mancha
0.0000	Huelva (tỉnh)
0.0000	La Rioja (Tây Ban Nha)
0.0000	Vùng Murcia
0.0000	Granada (tỉnh)
0.0000	725
0.0000	Sáo (nhạc cụ)
0.0000	Khẩu hiệu
0.0000	Trận Falaise
0.0000	Vùng hành chính của Tây Ban Nha
0.0000	Málaga (tỉnh)
0.0000	Nguyễn Hiệu
0.0000	Tây Lộc, Huế
0.0000	Festival Huế
0.0000	Vương quốc Hy Lạp
0.0000	Trường Đại học Phú Xuân
0.0000	Kế hoạch 5 năm (Việt Nam)
0.0000	Đèo Mụ Giạ
0.0000	Đoàn Trọng Truyến
0.0000	Đổi tiền tại Việt Nam, 1985
0.0000	Chỉ thị Z30
0.0000	Bảng cửu chương
0.0000	Tam Phước, Biên Hòa
0.0000	Phước Tân, Biên Hòa
0.0000	Tân Hòa, Biên Hòa
0.0000	Trảng Dài
0.0000	Trung Dũng, Biên Hòa
0.0000	Máy kéo
0.0000	Nguyên soái Pháp
0.0000	Cỏ khô
0.0000	Chăn nuôi
0.0000	Liên Bảo, Vụ Bản
0.0000	Săn bắt hái lượm
0.0000	Tân Phong, Biên Hòa
0.0000	Ngục Bastille
0.0000	An Hòa, Biên Hòa
0.0000	Tân Tiến, Biên Hòa
0.0000	Chèo thuyền (thể thao)
0.0000	Ga Hố Nai
0.0000	Thanh Bình, Biên Hòa
0.0000	Động vật ăn cỏ
0.0000	An Bình, Biên Hòa
0.0000	982
0.0000	Hòa Bình, Biên Hòa
0.0000	Quang Vinh, Biên Hòa
0.0000	Thống Nhất, Biên Hòa
0.0000	Amaravati (Chăm Pa)
0.0000	Hóa An, Biên Hòa
0.0000	Địa ốc
0.0000	Long Hưng, Biên Hòa
0.0000	Phong cách nghệ thuật các tháp Chăm
0.0000	Trận Đồ Bàn (1377)
0.0000	Tam Hòa, Biên Hòa
0.0000	Long Bình, Biên Hòa
0.0000	Bình Đa
0.0000	501
0.0000	Tân Vạn
0.0000	Trận Lemberg (1914)
0.0000	Đá ong
0.0000	Ga Biên Hòa
0.0000	Đại Việt Sử Ký Toàn Thư
0.0000	Tân Biên, Biên Hòa
0.0000	Hiệp Hòa, Biên Hòa
0.0000	Sukhothai
0.0000	Hugo Sperrle
0.0000	Sân bay Biên Hòa
0.0000	Phạn văn
0.0000	Christopher Plummer
0.0000	Tân Hạnh, Biên Hòa
0.0000	Wilhelmshaven
0.0000	Tân Mai, Biên Hòa
0.0000	Tân Hiệp, Biên Hòa
0.0000	Phiên dịch
0.0000	Armstrong Whitworth Whitley
0.0000	Julian Glover
0.0000	Thuộc Minh
0.0000	Giải Oscar cho phim tài liệu ngắn hay nhất
0.0000	Westland Lysander
0.0000	Đinh Bộ Lĩnh
0.0000	Dương Như Ngọc
0.0000	Núi Nhạn
0.0000	Vũng Rô
0.0000	Lời của Đức tin
0.0000	Cánh đồng Tuy Hòa
0.0000	Thành thị hóa
0.0000	Chiến dịch Attleboro
0.0000	Dương Cát Lợi
0.0000	Núi Chóp Chài
0.0000	Tiểu quốc J'rai
0.0000	Giới tính sinh học
0.0000	Sân bay London Southend
0.0000	Henri Maître
0.0000	1646
0.0000	966
0.0000	Thể hiện giới tính
0.0000	Vijaya (Chăm Pa)
0.0000	Harrow, Luân Đôn
0.0000	Chu Thái
0.0000	Bạch Đằng
0.0000	Panduranga-Chăm Pa
0.0000	877
0.0000	Cornelis Drebbel
0.0000	Lưu Thịnh
0.0000	Thượng bảo tự
0.0000	Bát Tràng
0.0000	Phường Hàng Đào
0.0000	Khuất Đả
0.0000	Hiện tượng 2012
0.0000	1491
0.0000	George P. Shultz
0.0000	Bình Thắng
0.0000	Trần Kim Phượng
0.0000	Danh sách vua nhà Minh
0.0000	Xaiyna Chakhaphat
0.0000	Chiếu thư đánh Chiêm
0.0000	Lợi nhuận ròng
0.0000	Guillaume de l'Hôpital
0.0000	Hóc môn
0.0000	Chi Óc chó
0.0000	Phân số Ai Cập
0.0000	Kırklareli (tỉnh)
0.0000	Bùi Xương Trạch
0.0000	Xã trưởng thời Hậu Lê
0.0000	Thành Đại La
0.0000	Quân đội nhà Lê sơ
0.0000	Tả Hữu Đô đốc
0.0000	Hưng Hóa
0.0000	Súc vật
0.0000	Lương Như Hộc
0.0000	Lễ ăn hỏi
0.0000	Soka Gakkai
0.0000	Yucatan
0.0000	1495
0.0000	Lá cờ
0.0000	Phật Đản
0.0000	Nguyễn Đức Trung (tướng nhà Lê sơ)
0.0000	Chu Tuyên Vương
0.0000	Kurseong
0.0000	Tứ vô lượng tâm
0.0000	8 tháng 3
0.0000	1486
0.0000	Người già
0.0000	Benoît Mandelbrot
0.0000	Tứ giác nội tiếp
0.0000	5 tháng 4
0.0000	5 tháng 2
0.0000	Thị lang
0.0000	Kalimpong
0.0000	Tiếng Sinhalese
0.0000	Maharashtra
0.0000	Mặt phẳng (toán học)
0.0000	Lâm-tì-ni
0.0000	Ngày của Mẹ
0.0000	Kinh Phật giáo
0.0000	Nguyễn Đình Khoa
0.0000	Vũ Hữu
0.0000	Trung tâm Hội nghị Quốc gia Việt Nam
0.0000	Vương (tước hiệu)
0.0000	Minh Trị Duy Tân
0.0000	Chiến tranh Việt-Chiêm 1446
0.0000	Nguyễn Bá Ký
0.0000	Ngô Từ
0.0000	Lang trung
0.0000	Khuyết tật
0.0000	Chiến tranh thế giới thứ I
0.0000	Định lý bất biến của miền xác định
0.0000	Nhóm (toán học)
0.0000	Diện tích hình tròn
0.0000	Bài toán bảy cây cầu Euler
0.0000	Đám tang
0.0000	Lan Na
0.0000	Văn Miếu
0.0000	Hình cụt
0.0000	Đa giác đều
0.0000	Hà Nhậm Đại
0.0000	Bán đảo Trung-Ấn
0.0000	Nguyễn Dữ
0.0000	Antonio López de Santa Anna
0.0000	Bảng nhãn
0.0000	Pháp chế
0.0000	Phi thực dân hóa
0.0000	Khối đa diện đều Platon
0.0000	Tương đẳng
0.0000	Phương trình Diophantos
0.0000	Ngoại giao Việt Nam thời Lê sơ
0.0000	Thiên Nam dư hạ tập
0.0000	Thiếu Khang
0.0000	Thánh Tông
0.0000	Thế kỷ II TCN
0.0000	Truyện
0.0000	Juan Manuel de Rosas
0.0000	Hình trụ tròn
0.0000	Nguyễn Nhân Thiếp
0.0000	Mỹ Latin
0.0000	Hồng lô tự
0.0000	Tam giáo đồng nguyên
0.0000	Tào Xung
0.0000	Vườn quốc gia Núi Field
0.0000	Viên ngoại lang
0.0000	Hán Quang Vũ
0.0000	Nguyễn Phục
0.0000	Thước Anh
0.0000	Trà Duyệt
0.0000	Huấn đạo
0.0000	Tam khôi
0.0000	Khí tượng
0.0000	Annonay
0.0000	Lê Ê
0.0000	Hoàng cung
0.0000	Vương quốc Lan Xang
0.0000	Cảnh Hồng
0.0000	Bộ Quốc phòng Việt Nam Cộng hòa
0.0000	Tổng cục Quân huấn
0.0000	Thái thường tự
0.0000	Khâm định Việt sử Thông giám Cương mục
0.0000	Quảng Văn đình
0.0000	Phạm Quang Vinh
0.0000	Hành chính Việt Nam thời Lê sơ
0.0000	Sông Kim Sa
0.0000	1446
0.0000	1445
0.0000	Đinh (Thiên can)
0.0000	1443
0.0000	1449
0.0000	Tư vụ
0.0000	Phan Lung
0.0000	Tần Tương Công
0.0000	Bửu Hòa
0.0000	Tạ Thu Thâu
0.0000	Ankylosaurus
0.0000	Ho Ching
0.0000	Áo lụa Hà Đông (phim)
0.0000	Midland, Michigan
0.0000	Câu lạc bộ bóng đá Hà Nội
0.0000	Vụ kiện hậu quả chất độc màu da cam trong Chiến tranh Việt Nam
0.0000	Hội Cựu chiến binh Việt Nam
0.0000	Chính Thống giáo
0.0000	146 TCN
0.0000	Lươn
0.0000	Hưng Thịnh, Trảng Bom
0.0000	Mặt
0.0000	Vanda
0.0000	Atlat
0.0000	Nhạn
0.0000	Dido
0.0000	Kiệu
0.0000	Giải thưởng Vinh danh nước Việt
0.0000	468
0.0000	Bắc Hải
0.0000	Sulla
0.0000	Aeneas
0.0000	Jugurtha
0.0000	Trần Tuấn
0.0000	Numidia
0.0000	Hải Châu
0.0000	Chiến tranh Punic lần thứ nhất
0.0000	475
0.0000	Thành Đa Bang
0.0000	Chính phủ Cách mạng Lâm thời Cộng hòa miền Nam Việt Nam
0.0000	Havana
0.0000	Thủy
0.0000	Trường Sĩ quan Hải quân Nha Trang
0.0000	El Escorial
0.0000	Mỏ thủy ngân ở Almadén và Idrija
0.0000	Serra de Tramuntana
0.0000	Philip III
0.0000	Alcázar của Sevilla
0.0000	Yết hầu
0.0000	Pyrénées-Mont Perdu
0.0000	Trần Húc
0.0000	Mộ đá Menga
0.0000	Vall de Boí
0.0000	Salamanca
0.0000	Alfonso XIII
0.0000	Alhambra
0.0000	Phong Điền (thị trấn Thừa Thiên-Huế)
0.0000	Mérida, Tây Ban Nha
0.0000	Biệt động quân Việt Nam Cộng hòa
0.0000	Alfonso XII
0.0000	Kiến trúc mudejar ở Aragon
0.0000	Atapuerca
0.0000	Tarragona
0.0000	Quyết Thắng, Biên Hòa
0.0000	Tường thành La Mã ở Lugo
0.0000	Streymoy
0.0000	Ávila
0.0000	Ibiza
0.0000	Bệnh viện Sant Pau
0.0000	Các công trình của Antoni Gaudí
0.0000	Fraxinus
0.0000	Vườn quốc gia Doñana
0.0000	Segovia
0.0000	Alcalá de Henares
0.0000	Sư đoàn Thủy quân Lục chiến Quân lực Việt Nam Cộng hòa
0.0000	Cầu Vizcaya
0.0000	Generalife
0.0000	Thắng cảnh Palmeral
0.0000	Tu viện Poblet
0.0000	Siega Verde
0.0000	Cáceres, Tây Ban Nha
0.0000	Úbeda
0.0000	Tháp Hércules
0.0000	Di chỉ mộ đá Antequera
0.0000	Cuenca (thành phố)
0.0000	Baeza
0.0000	San Lorenzo de El Escorial
0.0000	Nhóm ngôn ngữ Bắc German
0.0000	Ria mép
0.0000	Chi Chút chít
0.0000	Caribbe
0.0000	Tiếng Taíno
0.0000	Danh sách đảo theo diện tích
0.0000	Sagina procumbens
0.0000	Adjara
0.0000	Plantago maritima
0.0000	Bryophyta
0.0000	Acer pseudoplatanus
0.0000	Galeopsis speciosa
0.0000	Quận 9, thành phố Hồ Chí Minh
0.0000	Họ Hoa môi
0.0000	Di sản tư liệu thế giới
0.0000	Angelica archangelica
0.0000	Wannanosaurus
0.0000	Selim III
0.0000	Ranunculus repens
0.0000	Ai Cập thuộc Ottoman
0.0000	Nhà Abbasid
0.0000	Lítla Dímun
0.0000	Cardamine flexuosa
0.0000	27 tháng 01
0.0000	Viện Nghiên cứu và ứng dụng tiềm năng con người
0.0000	Liên minh trung tâm
0.0000	Saxifraga
0.0000	Tự kỷ ám thị
0.0000	Potentilla
0.0000	Thông linh luận
0.0000	Genova
0.0000	Abdul Hamid II
0.0000	Cá voi đầu tròn
0.0000	Chi Mã đề
0.0000	Viola riviniana
0.0000	Passer
0.0000	Sông Tarim
0.0000	Mustafa IV
0.0000	Ibrahim I
0.0000	Vương triều Ottoman
0.0000	Năm 1777
0.0000	Năm 1763
0.0000	Đỉnh K2
0.0000	Người Uyghur
0.0000	Ahmed III
0.0000	Ismail I
0.0000	Trận Mohács
0.0000	Claude Louis Berthollet
0.0000	Mustafa I
0.0000	Trận Nicopolis
0.0000	Sông Pruth
0.0000	Nga hoàng
0.0000	Murad I
0.0000	Chiến tranh Nga-Thổ Nhĩ Kỳ
0.0000	Cơ đốc giáo
0.0000	Quốc Tử Giám (phố Hà Nội)
0.0000	Mehmed III
0.0000	Hãn quốc Y Nhi
0.0000	Hãn quốc Krym
0.0000	Liên bang Ba Lan-Litva
0.0000	Sự thất thủ của Constantinople
0.0000	Đại chiến Thổ Nhĩ Kỳ
0.0000	Cơ đốc
0.0000	Ertuğrul Gazi
0.0000	Hiệp ước Karlowitz
0.0000	Cân bằng quyền lực
0.0000	Mahmud II
0.0000	Pascal (unit)
0.0000	Dây thép gai
0.0000	Ali bin Abu Talib
0.0000	Imam
0.0000	Murad IV
0.0000	Kai
0.0000	Mustafa II
0.0000	Trận Ankara
0.0000	Michoacán
0.0000	Trận Lepanto (1571)
0.0000	1687
0.0000	Mehmed VI Vahdettin
0.0000	Mehmed I
0.0000	Xerxes I
0.0000	Nhà Seljuk
0.0000	Megapnosaurus
0.0000	Paulias Matane
0.0000	Tamerlane
0.0000	Luis Walter Alvarez
0.0000	1571
0.0000	Liên minh thần thánh (1571)
0.0000	Tiếng Ả Rập Algérie
0.0000	Trận Kinh thành Huế 1885
0.0000	Tiền giả
0.0000	Bách khoa Paris
0.0000	Annapolis, Maryland
0.0000	Băng trôi
0.0000	Đảo nhiệt đô thị
0.0000	Cô lập cacbon
0.0000	Nitơ ôxit
0.0000	Chăm sóc sức khỏe
0.0000	William Nordhaus
0.0000	Svante Arrhenius
0.0000	Thuế cacbon
0.0000	Tạp chí Newsweek
0.0000	Đại học Quốc gia Australia
0.0000	Đệ lục Hạm đội Hoa Kỳ
0.0000	Chiến tranh điện tử
0.0000	Trứng vịt lộn
0.0000	Cát dầu
0.0000	Nimitz (lớp tàu sân bay)
0.0000	Hải đoàn Thái Bình Dương
0.0000	Exxon Mobil
0.0000	Điều hòa không khí
0.0000	Đệ tứ Hạm đội Hoa Kỳ
0.0000	Tảo cát
0.0000	Thời tiết cực đoan
0.0000	Vieques, Puerto Rico
0.0000	Axít cacbonic
0.0000	Đẻ
0.0000	Chiến dịch Deliberate Force
0.0000	Bão Haiyan (2013)
0.0000	Hòn vọng phu (bài hát)
0.0000	USS Constitution
0.0000	Kỹ thuật địa chất
0.0000	Ủy ban Liên chính phủ về Thay đổi Khí hậu
0.0000	Giờ Trái Đất
0.0000	CFC
0.0000	Hội nghị Liên Hiệp Quốc về Biến đổi Khí hậu 2009
0.0000	Đạn dược thứ cấp
0.0000	Phường 3, Bạc Liêu (thành phố)
0.0000	Fairchild Republic A-10 Thunderbolt II
0.0000	Vickers Type 161
0.0000	El Nino
0.0000	M61 Vulcan
0.0000	A Thành
0.0000	M240
0.0000	Cơ quan Bảo vệ Môi trường
0.0000	Axít hóa đại dương
0.0000	JDAM
0.0000	Chiến dịch Urgent Fury
0.0000	AIM-9 Sidewinder
0.0000	Mực nước biển dâng
0.0000	Westland C.O.W. Gun Fighter
0.0000	Thủ hiến
0.0000	Khâm sai
0.0000	Matthew C. Perry
0.0000	Bom hạt nhân B61
0.0000	Đức An, Cửu Giang
0.0000	USS Gerald R. Ford (CVN-78)
0.0000	Portsmouth, New Hampshire
0.0000	Agilisaurus
0.0000	AGM-114 Hellfire
0.0000	Hỏa thương
0.0000	Max Perutz
0.0000	Veracruz, Veracruz
0.0000	Sturmgeschütz III
0.0000	M60
0.0000	Tiêm chủng
0.0000	Grumman F-14 Tomcat
0.0000	Dole, Jura
0.0000	Orban
0.0000	Hải đoàn
0.0000	Gaeta
0.0000	AGM-65 Maverick
0.0000	Thác Prenn
0.0000	Thanh trùng
0.0000	Thuyết tự sinh
0.0000	Kháng thể
0.0000	1842
0.0000	Nhà thờ Núi
0.0000	Nhà hóa học
0.0000	Y đức
0.0000	Jean-Baptiste Dumas
0.0000	Cơ Đốc giáo tại Hàn Quốc
0.0000	Tằm
0.0000	Linh mục triều
0.0000	Arbois
0.0000	Thỏ
0.0000	6 tháng 7
0.0000	Đức ông (Công giáo)
0.0000	Tụ cầu khuẩn
0.0000	Phế cầu khuẩn
0.0000	Đại học Strasbourg
0.0000	Đối xứng
0.0000	Lý thuyết mầm bệnh
0.0000	Thử nghiệm lâm sàng
0.0000	Lịch sử quân sự Ý trong Thế chiến thứ hai
0.0000	Hạt Đại diện Tông tòa Sài Gòn
0.0000	Ilya Ilyich Mechnikov
0.0000	Hạt Đại diện Tông tòa Kontum
0.0000	Ga Lương Sơn (đường sắt Bắc Nam)
0.0000	Yết Kiêu
0.0000	Vĩnh Nguyên
0.0000	Hòn Một
0.0000	Nguyễn Thị Minh Khai
0.0000	Cách mạng Ai Cập 1919
0.0000	Vĩnh Xương
0.0000	Phước Hải, Nha Trang
0.0000	Phước Tân, Nha Trang
0.0000	Cải bẹ xanh
0.0000	Bộ chế hòa khí
0.0000	Phương Sài
0.0000	Đoàn Trần Nghiệp
0.0000	Nguyễn Chánh (sinh 1914)
0.0000	John Murray
0.0000	Trường Sĩ quan không quân
0.0000	Tôma Nguyễn Văn Tân
0.0000	Cầu gai
0.0000	225 TCN
0.0000	Majungasaurus
0.0000	Vĩnh Hiệp, Nha Trang
0.0000	Nhóm Myosotis
0.0000	Phaolô Tịnh Nguyễn Bình Tĩnh
0.0000	Antôn Nguyễn Văn Thiện
0.0000	Vĩnh Thái, Nha Trang
0.0000	Vĩnh Phước, Nha Trang
0.0000	Raphael Nguyễn Văn Diệp
0.0000	Nhà thờ chính tòa Vĩnh Long
0.0000	Vĩnh Hải, Nha Trang
0.0000	Võ Trứ
0.0000	Tô Vĩnh Diện
0.0000	Seoraksan
0.0000	Phước Đồng
0.0000	Sân bay Nha Trang
0.0000	Hòn Mun
0.0000	Qui Nhơn
0.0000	30 tháng 06
0.0000	Giuse Trần Xuân Tiếu
0.0000	Stêphanô Tri Bửu Thiên
0.0000	Vĩnh Trường, Nha Trang
0.0000	22 tháng 07
0.0000	18 tháng 02
0.0000	Francis William Aston
0.0000	Hoa hậu Việt Nam
0.0000	Lê Thành Phương
0.0000	Vạn Thạnh, Nha Trang
0.0000	Phù Lưu Tế
0.0000	Thống Nhất (định hướng)
0.0000	Hòn Miễu
0.0000	Vincom
0.0000	Chi Dó trầm
0.0000	971
0.0000	Trần Bình Trọng
0.0000	Pelycosauria
0.0000	Trần Văn Ơn
0.0000	Co.opmart
0.0000	Bong bóng
0.0000	Cửa Nam
0.0000	Tiền Lưu
0.0000	Lý Tự Trọng
0.0000	Tân Lập, Nha Trang
0.0000	Nhím biển
0.0000	Ngô Gia Tự
0.0000	Độ ẩm tương đối
0.0000	908
0.0000	Biển Trắng
0.0000	Edmontosaurus
0.0000	Biểu tình
0.0000	Sông Neva
0.0000	Sông Sestra (Leningrad)
0.0000	Đại chiến Bắc Âu
0.0000	Tôma Aquinô Vũ Đình Hiệu
0.0000	Sở vương Phụ Sô
0.0000	Bảo tàng Ermitazh
